Date,Mean Temp,max Temp,Min temp,Heating Degree Days,Dew Point,Average Humidity,Max Humidity,Minimum Humidity,Sea Level Pressure,Average Wind Speed,Maximum Wind Speed,Visibility,Event,Precipitation
,,,,,,,,,,,,,,
07-07-2008,84,90,78,N/A,76,75,89,56,29.51,3,14,1.6,,0
,,,,,,,,,,,,,,
08-07-2008,83,89,77,N/A,77,81,98,64,29.49,5,23,1.6,Rain Thunderstorm,0.31
,,,,,,,,,,,,,,
09-07-2008,79,83,75,N/A,77,95,100,47,29.54,6,14,1.5,Rain,3.31
,,,,,,,,,,,,,,
10-07-2008,84,92,76,N/A,77,83,100,62,29.55,2,17,2.3,,0
,,,,,,,,,,,,,,
11-07-2008,85,91,79,N/A,78,84,94,51,29.49,5,12,2.2,Rain,0
,,,,,,,,,,,,,,
12-07-2008,78,81,75,N/A,78,97,100,89,29.47,8,23,1.4,Rain,0.63
,,,,,,,,,,,,,,
13-07-2008,82,90,75,N/A,76,78,96,61,29.5,9,21,1.5,,0
,,,,,,,,,,,,,,
14-07-2008,85,93,77,N/A,77,73,99,53,29.57,9,21,1.4,,0
,,,,,,,,,,,,,,
15-07-2008,85,93,77,N/A,75,67,89,49,29.6,11,21,2.2,,0
,,,,,,,,,,,,,,
16-07-2008,85,93,77,N/A,75,68,89,31,29.54,8,21,2.3,,0
,,,,,,,,,,,,,,
17-07-2008,86,95,78,N/A,73,61,79,40,29.55,10,23,2.5,,0
,,,,,,,,,,,,,,
18-07-2008,86,96,77,N/A,74,61,83,43,29.57,7,17,2,,0
,,,,,,,,,,,,,,
19-07-2008,88,97,78,N/A,75,61,79,39,29.56,8,17,2.3,,0
,,,,,,,,,,,,,,
20-07-2008,88,98,78,N/A,76,63,84,40,29.57,7,14,2.3,,0
,,,,,,,,,,,,,,
21-07-2008,87,97,77,N/A,76,64,94,42,29.6,8,17,2.7,,0
,,,,,,,,,,,,,,
22-07-2008,88,97,80,N/A,76,69,89,47,29.56,8,18,1.9,Rain,0.03
,,,,,,,,,,,,,,
23-07-2008,88,97,79,N/A,76,67,89,41,29.56,7,21,2.2,,0.03
,,,,,,,,,,,,,,
24-07-2008,89,99,79,N/A,75,63,84,36,29.53,10,21,2.2,,0
,,,,,,,,,,,,,,
25-07-2008,89,99,79,N/A,74,60,79,33,29.49,10,21,2.5,,0
,,,,,,,,,,,,,,
26-07-2008,89,99,79,N/A,73,63,94,22,29.49,6,14,2.1,,0
,,,,,,,,,,,,,,
27-07-2008,84,92,77,N/A,76,80,94,58,29.51,2,7,2,Rain Thunderstorm,0.75
,,,,,,,,,,,,,,
28-07-2008,84,92,77,N/A,78,81,100,54,29.49,8,16,1.7,,0.04
,,,,,,,,,,,,,,
29-07-2008,86,93,78,N/A,77,77,94,47,29.5,10,109,1.9,,0.02
,,,,,,,,,,,,,,
30-07-2008,85,92,78,N/A,78,76,94,56,29.5,7,14,2.3,,0
,,,,,,,,,,,,,,
31-07-2008,84,91,78,N/A,78,82,94,61,29.54,8,110,1.9,Rain Thunderstorm,0.08
,,,,,,,,,,,,,,
01-08-2008,82,87,77,N/A,78,84,100,68,29.58,6,14,1.6,,0
,,,,,,,,,,,,,,
02-08-2008,80,85,74,N/A,77,90,100,76,29.58,4,10,1.5,Rain,0.12
,,,,,,,,,,,,,,
03-08-2008,83,90,76,N/A,78,90,100,66,29.57,3,9,1.6,Rain Thunderstorm,0.04
,,,,,,,,,,,,,,
04-08-2008,82,86,77,N/A,77,93,100,75,29.6,2,14,1.4,Rain Thunderstorm,0.02
,,,,,,,,,,,,,,
05-08-2008,82,90,74,N/A,76,81,94,63,29.59,3,10,2.1,Thunderstorm,0
,,,,,,,,,,,,,,
06-08-2008,84,92,76,N/A,77,80,94,55,29.55,8,21,2.1,,0
,,,,,,,,,,,,,,
07-08-2008,83,90,76,N/A,75,78,94,58,29.5,9,23,1.9,,0
,,,,,,,,,,,,,,
08-08-2008,81,87,75,N/A,75,77,89,60,29.49,7,14,1.8,,0
,,,,,,,,,,,,,,
09-08-2008,83,90,76,N/A,76,78,89,61,29.48,5,14,1.9,Thunderstorm,0
,,,,,,,,,,,,,,
10-08-2008,85,92,78,N/A,77,79,94,58,29.46,6,16,1.4,,0
,,,,,,,,,,,,,,
11-08-2008,86,93,78,N/A,78,81,94,57,29.42,6,14,1.9,Rain,0.01
,,,,,,,,,,,,,,
12-08-2008,81,85,77,N/A,79,97,100,92,29.43,6,14,1.4,Rain Thunderstorm,0.55
,,,,,,,,,,,,,,
13-08-2008,80,85,76,N/A,77,94,100,79,29.47,5,12,1.4,Rain Thunderstorm,0.31
,,,,,,,,,,,,,,
14-08-2008,82,89,75,N/A,77,90,100,69,29.48,5,14,1.4,Rain Thunderstorm,0.16
,,,,,,,,,,,,,,
15-08-2008,82,89,75,N/A,77,86,100,70,29.49,7,21,1.6,,0
,,,,,,,,,,,,,,
16-08-2008,82,89,75,N/A,76,81,94,65,29.55,10,17,1.7,,0
,,,,,,,,,,,,,,
17-08-2008,82,90,75,N/A,75,76,89,58,29.62,9,18,2.1,,0
,,,,,,,,,,,,,,
18-08-2008,82,90,73,N/A,73,72,89,50,29.65,10,21,2.2,,0
,,,,,,,,,,,,,,
19-08-2008,81,89,73,N/A,71,70,83,50,29.68,9,18,2,,0
,,,,,,,,,,,,,,
20-08-2008,80,87,74,N/A,71,71,83,50,29.73,10,14,1.8,,0
,,,,,,,,,,,,,,
21-08-2008,82,90,75,N/A,71,70,83,53,29.69,8,14,1.8,,0
,,,,,,,,,,,,,,
22-08-2008,80,86,74,N/A,72,73,94,55,29.69,8,17,1.9,,0
,,,,,,,,,,,,,,
23-08-2008,84,94,75,N/A,72,70,84,49,29.7,5,14,2.1,,0
,,,,,,,,,,,,,,
24-08-2008,86,95,77,N/A,74,65,89,39,29.7,7,17,2.3,,0
,,,,,,,,,,,,,,
25-08-2008,88,97,80,N/A,74,61,74,37,29.68,5,14,2,,0
,,,,,,,,,,,,,,
26-08-2008,87,95,79,N/A,75,70,89,47,29.67,4,14,2.3,Thunderstorm,0
,,,,,,,,,,,,,,
27-08-2008,88,99,77,N/A,76,73,94,43,29.66,6,14,2.1,Rain Thunderstorm,0.28
,,,,,,,,,,,,,,
28-08-2008,84,95,73,N/A,74,70,89,47,29.67,14,78,1.9,,0
,,,,,,,,,,,,,,
29-08-2008,84,93,74,N/A,71,63,89,40,29.67,8,14,2.6,,0
,,,,,,,,,,,,,,
30-08-2008,82,93,72,N/A,71,65,94,43,29.7,7,23,2.4,,0
,,,,,,,,,,,,,,
31-08-2008,86,96,75,N/A,70,61,79,37,29.76,3,9,2.3,,0
,,,,,,,,,,,,,,
01-09-2008,87,99,75,N/A,69,56,78,29,29.77,6,20,3,,0
,,,,,,,,,,,,,,
02-09-2008,88,100,75,N/A,70,54,83,27,29.76,4,14,3.5,,0
,,,,,,,,,,,,,,
03-09-2008,84,102,66,N/A,67,46,70,24,29.71,6,16,2.9,,0
,,,,,,,,,,,,,,
04-09-2008,93,102,84,N/A,69,49,74,28,29.72,5,12,2.5,,0
,,,,,,,,,,,,,,
05-09-2008,90,102,77,N/A,69,52,74,31,29.69,8,15,2.5,,0
,,,,,,,,,,,,,,
06-09-2008,86,97,75,N/A,71,65,94,37,29.68,6,23,2,Rain Thunderstorm,0.71
,,,,,,,,,,,,,,
07-09-2008,81,91,71,N/A,72,79,100,50,29.77,4,17,2.1,Rain Thunderstorm,0.75
,,,,,,,,,,,,,,
08-09-2008,82,92,71,N/A,73,73,95,46,29.74,2,14,2.5,,0
,,,,,,,,,,,,,,
09-09-2008,82,92,73,N/A,72,75,94,43,29.74,2,7,2.3,,0.2
,,,,,,,,,,,,,,
10-09-2008,84,93,74,N/A,73,70,94,33,29.69,2,9,2.1,,0
,,,,,,,,,,,,,,
11-09-2008,83,91,75,N/A,72,68,89,51,29.7,6,16,2.4,,0.12
,,,,,,,,,,,,,,
12-09-2008,81,89,73,N/A,75,84,94,65,29.69,6,12,2.1,Rain,0.16
,,,,,,,,,,,,,,
13-09-2008,84,93,75,N/A,74,70,89,48,29.68,7,12,2.8,,0
,,,,,,,,,,,,,,
14-09-2008,85,93,77,N/A,76,78,100,49,29.68,7,30,2.4,Rain Thunderstorm,0.08
,,,,,,,,,,,,,,
15-09-2008,84,92,75,N/A,75,88,100,60,29.67,3,17,1.7,Rain Thunderstorm,0.03
,,,,,,,,,,,,,,
16-09-2008,82,91,74,N/A,74,83,100,53,29.66,4,28,2.2,Thunderstorm,0.04
,,,,,,,,,,,,,,
17-09-2008,80,88,72,N/A,75,93,100,72,29.66,2,9,1.6,Rain,0.47
,,,,,,,,,,,,,,
18-09-2008,79,86,72,N/A,74,86,100,63,29.62,6,17,1.6,Rain Hail Thunderstorm,1.34
,,,,,,,,,,,,,,
19-09-2008,80,88,71,N/A,74,86,100,68,29.59,7,14,2,,0
,,,,,,,,,,,,,,
20-09-2008,80,89,70,N/A,71,73,96,44,29.66,6,12,2.6,,0
,,,,,,,,,,,,,,
21-09-2008,82,92,71,N/A,72,75,94,47,29.71,4,12,2.4,,0
,,,,,,,,,,,,,,
22-09-2008,82,93,70,N/A,69,69,97,46,29.72,3,12,2.3,Thunderstorm,0
,,,,,,,,,,,,,,
23-09-2008,79,91,67,N/A,67,63,100,27,29.79,6,16,2.4,,0
,,,,,,,,,,,,,,
24-09-2008,80,92,69,N/A,68,62,88,36,29.8,4,14,2.6,,0
,,,,,,,,,,,,,,
25-09-2008,82,93,71,N/A,69,63,83,39,29.79,8,18,2.6,,0
,,,,,,,,,,,,,,
26-09-2008,82,93,72,N/A,66,58,79,30,29.76,8,16,2.7,,0
,,,,,,,,,,,,,,
27-09-2008,82,94,69,N/A,69,61,88,41,29.74,7,15,2.5,,0
,,,,,,,,,,,,,,
28-09-2008,84,95,72,N/A,69,64,89,33,29.76,8,14,2.5,,0
,,,,,,,,,,,,,,
29-09-2008,83,94,72,N/A,69,61,83,37,29.77,4,14,2.5,,0
,,,,,,,,,,,,,,
30-09-2008,86,97,74,N/A,70,59,78,38,29.79,4,7,2.6,,0
,,,,,,,,,,,,,,
01-10-2008,86,96,75,N/A,71,59,83,31,29.78,3,9,2.4,,0
,,,,,,,,,,,,,,
02-10-2008,86,96,75,N/A,71,61,83,36,29.78,3,15,2.4,,0
,,,,,,,,,,,,,,
03-10-2008,87,99,75,N/A,70,57,83,29,29.82,4,7,2.5,,0
,,,,,,,,,,,,,,
04-10-2008,87,100,74,N/A,68,52,83,21,29.8,2,9,2.6,,0
,,,,,,,,,,,,,,
05-10-2008,86,101,71,N/A,59,42,83,9,29.77,4,23,2.9,,0
,,,,,,,,,,,,,,
06-10-2008,86,98,74,N/A,59,38,61,15,29.78,6,17,2.7,,0
,,,,,,,,,,,,,,
07-10-2008,86,96,77,N/A,62,44,58,21,29.8,5,12,2.5,,0
,,,,,,,,,,,,,,
08-10-2008,84,97,72,N/A,63,49,73,19,29.81,5,14,2.7,,0
,,,,,,,,,,,,,,
09-10-2008,84,99,70,N/A,61,43,73,17,29.87,6,104,2.8,,0
,,,,,,,,,,,,,,
10-10-2008,86,100,71,N/A,58,40,69,13,29.94,4,17,2.6,,0
,,,,,,,,,,,,,,
11-10-2008,86,98,73,N/A,58,37,65,16,29.96,3,7,2.3,,0
,,,,,,,,,,,,,,
12-10-2008,84,99,70,N/A,58,39,69,11,29.92,5,14,2.7,,0
,,,,,,,,,,,,,,
13-10-2008,84,100,68,N/A,52,31,53,9,29.88,5,12,2.6,,0
,,,,,,,,,,,,,,
14-10-2008,84,100,68,N/A,55,39,73,10,29.89,3,9,2.6,,0
,,,,,,,,,,,,,,
15-10-2008,84,99,68,N/A,59,44,69,13,29.91,4,16,2.3,,0
,,,,,,,,,,,,,,
16-10-2008,81,90,72,N/A,65,60,74,35,29.96,8,14,1.8,Rain,0.04
,,,,,,,,,,,,,,
17-10-2008,78,95,61,N/A,59,46,83,22,29.94,5,12,2.5,,0
,,,,,,,,,,,,,,
18-10-2008,78,93,63,N/A,57,44,73,18,29.95,2,9,2.4,,0
,,,,,,,,,,,,,,
19-10-2008,80,94,65,N/A,53,38,60,15,29.94,3,12,2.3,,0
,,,,,,,,,,,,,,
20-10-2008,80,94,65,N/A,51,38,64,8,29.88,3,6,2.1,,0
,,,,,,,,,,,,,,
21-10-2008,78,95,62,N/A,53,35,64,16,29.9,3,7,1.8,Rain,0
,,,,,,,,,,,,,,
22-10-2008,80,95,64,N/A,54,39,73,13,29.89,2,9,1.9,,0
,,,,,,,,,,,,,,
23-10-2008,81,95,67,N/A,55,39,68,14,29.9,6,44,1.7,,0
,,,,,,,,,,,,,,
24-10-2008,80,95,65,N/A,53,38,64,10,29.9,3,9,1.6,,0
,,,,,,,,,,,,,,
25-10-2008,80,96,64,N/A,49,35,68,7,29.87,3,12,1.8,,0
,,,,,,,,,,,,,,
26-10-2008,81,95,67,N/A,49,34,60,10,29.84,4,9,2,,0
,,,,,,,,,,,,,,
27-10-2008,78,93,63,N/A,50,36,60,10,29.81,4,14,1.9,,0
,,,,,,,,,,,,,,
28-10-2008,78,96,61,N/A,48,38,68,7,29.85,2,7,1.8,,0
,,,,,,,,,,,,,,
29-10-2008,80,95,64,N/A,53,33,60,17,29.9,5,9,2.8,,0
,,,,,,,,,,,,,,
30-10-2008,80,95,66,N/A,52,34,50,17,29.95,5,12,2.7,,0
,,,,,,,,,,,,,,
31-10-2008,79,93,65,N/A,52,38,60,14,29.97,4,12,2.1,,0
,,,,,,,,,,,,,,
01-11-2008,78,92,63,N/A,51,38,60,11,29.93,14,121,1.9,,0
,,,,,,,,,,,,,,
02-11-2008,80,95,64,N/A,50,37,68,14,29.91,5,12,2.2,,0
,,,,,,,,,,,,,,
03-11-2008,79,95,63,N/A,48,32,68,8,29.91,3,9,2.4,,0
,,,,,,,,,,,,,,
04-11-2008,78,95,60,N/A,46,34,68,7,29.87,3,7,2,,0
,,,,,,,,,,,,,,
05-11-2008,76,92,59,N/A,49,40,68,12,29.87,2,9,1.9,,0
,,,,,,,,,,,,,,
06-11-2008,76,94,59,N/A,46,32,56,11,29.9,4,9,1.9,,0
,,,,,,,,,,,,,,
07-11-2008,76,92,61,N/A,49,38,68,14,29.97,3,6,1.7,,0
,,,,,,,,,,,,,,
08-11-2008,75,92,58,N/A,51,45,72,13,29.97,1,6,1.5,,0
,,,,,,,,,,,,,,
09-11-2008,74,90,58,N/A,52,48,77,18,29.96,2,6,1.2,,0
,,,,,,,,,,,,,,
10-11-2008,72,87,57,N/A,53,46,82,20,29.97,2,6,1.1,,0
,,,,,,,,,,,,,,
11-11-2008,72,87,56,N/A,54,53,82,21,29.95,1,5,1.2,,0
,,,,,,,,,,,,,,
12-11-2008,72,87,56,N/A,52,49,77,17,29.9,6,90,1.4,,0
,,,,,,,,,,,,,,
13-11-2008,73,86,60,N/A,50,43,68,18,29.86,4,12,1.5,,0
,,,,,,,,,,,,,,
14-11-2008,75,85,65,N/A,52,44,68,25,29.89,6,12,1.4,,0
,,,,,,,,,,,,,,
15-11-2008,74,84,63,N/A,51,41,53,18,29.9,6,12,1.5,,0
,,,,,,,,,,,,,,
16-11-2008,72,86,58,N/A,52,48,68,18,29.93,5,9,1.5,,0
,,,,,,,,,,,,,,
17-11-2008,71,86,56,N/A,52,49,77,19,29.91,1,6,1.6,,0
,,,,,,,,,,,,,,
18-11-2008,70,86,55,N/A,51,47,77,21,29.94,3,9,1.8,,0
,,,,,,,,,,,,,,
19-11-2008,70,81,58,N/A,59,65,90,46,29.98,3,14,1.8,,0
,,,,,,,,,,,,,,
20-11-2008,71,82,60,N/A,56,69,100,19,30.03,3,9,1.4,Fog,0
,,,,,,,,,,,,,,
21-11-2008,68,79,56,N/A,46,49,77,14,30.09,2,8,1.7,,0
,,,,,,,,,,,,,,
22-11-2008,63,78,48,2,43,46,82,14,30.08,2,6,1.8,,0
,,,,,,,,,,,,,,
23-11-2008,64,82,45,2,42,45,72,13,30.09,3,7,1.9,,0
,,,,,,,,,,,,,,
24-11-2008,67,86,48,N/A,41,40,82,8,30.03,2,9,1.7,,0
,,,,,,,,,,,,,,
25-11-2008,68,87,48,N/A,42,38,77,5,30.02,3,8,2.2,,0
,,,,,,,,,,,,,,
26-11-2008,70,84,55,N/A,48,44,67,19,30.05,5,9,1.8,,0
,,,,,,,,,,,,,,
27-11-2008,66,83,49,N/A,48,49,82,21,30.07,2,6,1.5,,0
,,,,,,,,,,,,,,
28-11-2008,67,84,50,N/A,49,60,82,21,30.09,1,5,1.4,,0
,,,,,,,,,,,,,,
29-11-2008,67,86,48,N/A,47,59,88,20,30.09,1,5,1.4,,0
,,,,,,,,,,,,,,
30-11-2008,67,82,52,N/A,45,43,82,19,30.07,2,8,1.5,,0
,,,,,,,,,,,,,,
01-12-2008,67,77,57,N/A,46,47,68,23,30.05,4,34,1.6,,0
,,,,,,,,,,,,,,
02-12-2008,66,84,48,N/A,48,51,82,20,30,1,6,1.4,,0
,,,,,,,,,,,,,,
03-12-2008,68,87,50,N/A,48,51,82,12,29.96,2,6,1.1,,0
,,,,,,,,,,,,,,
04-12-2008,71,89,53,N/A,50,53,82,15,29.97,1,6,1.8,,0
,,,,,,,,,,,,,,
05-12-2008,72,88,57,N/A,52,49,77,21,30.07,2,6,2.1,,0
,,,,,,,,,,,,,,
06-12-2008,72,86,58,N/A,51,46,77,15,30.06,2,9,1.8,,0
,,,,,,,,,,,,,,
07-12-2008,73,86,60,N/A,55,53,72,24,30,3,9,1.7,,0
,,,,,,,,,,,,,,
08-12-2008,72,84,59,N/A,48,42,59,17,30.02,4,9,1.8,,0
,,,,,,,,,,,,,,
09-12-2008,72,83,61,N/A,55,60,94,26,30.02,4,7,1.1,Rain Thunderstorm,0
,,,,,,,,,,,,,,
10-12-2008,71,84,58,N/A,57,65,88,27,29.98,2,12,1.1,,0
,,,,,,,,,,,,,,
11-12-2008,68,77,59,N/A,58,66,88,39,29.98,4,6,1.3,,0
,,,,,,,,,,,,,,
12-12-2008,64,78,51,N/A,50,58,77,29,29.99,4,9,1.9,,0
,,,,,,,,,,,,,,
13-12-2008,64,78,50,1,45,53,72,22,30.04,3,6,1.7,,0
,,,,,,,,,,,,,,
14-12-2008,63,79,47,2,43,48,87,18,30.07,1,7,1.7,,0
,,,,,,,,,,,,,,
15-12-2008,64,84,45,N/A,44,52,82,16,30.03,1,4,1.6,,0
,,,,,,,,,,,,,,
16-12-2008,68,83,52,N/A,49,52,77,20,30.02,2,17,1.7,,0
,,,,,,,,,,,,,,
17-12-2008,68,82,55,N/A,49,49,72,18,30.08,5,12,2.6,,0
,,,,,,,,,,,,,,
18-12-2008,66,78,54,N/A,52,59,88,29,30.1,1,5,1.6,,0
,,,,,,,,,,,,,,
19-12-2008,70,78,62,N/A,52,53,68,28,30.03,5,14,1.6,,0
,,,,,,,,,,,,,,
20-12-2008,70,77,62,N/A,57,66,88,39,30.01,14,101,1.5,,0
,,,,,,,,,,,,,,
21-12-2008,67,77,57,N/A,57,76,94,47,30.02,3,9,1.3,,0
,,,,,,,,,,,,,,
22-12-2008,64,74,55,N/A,49,62,88,25,30.07,4,79,1.7,,0
,,,,,,,,,,,,,,
23-12-2008,60,77,43,5,41,50,82,16,30.07,2,9,1.9,,0
,,,,,,,,,,,,,,
24-12-2008,61,78,44,4,42,47,81,12,30.04,2,6,1.8,,0
,,,,,,,,,,,,,,
25-12-2008,62,78,46,3,44,55,82,19,30.04,3,7,1.7,,0
,,,,,,,,,,,,,,
26-12-2008,66,83,48,N/A,44,51,94,12,29.97,2,10,1.9,,0
,,,,,,,,,,,,,,
27-12-2008,66,82,49,N/A,45,49,88,18,29.96,3,6,1.9,,0
,,,,,,,,,,,,,,
28-12-2008,66,82,50,N/A,47,51,82,20,29.96,1,6,1.8,,0
,,,,,,,,,,,,,,
29-12-2008,65,82,48,N/A,47,56,94,18,29.98,2,7,1.5,,0
,,,,,,,,,,,,,,
30-12-2008,66,80,53,N/A,51,59,88,22,30,4,9,1.4,,0
,,,,,,,,,,,,,,
31-12-2008,60,78,42,5,41,50,77,9,30.02,3,9,1.7,,0
,,,,,,,,,,,,,,
01-01-2009,60,77,44,4,34,37,76,10,30.03,2,9,2.4,,0
,,,,,,,,,,,,,,
02-01-2009,61,77,45,4,38,45,76,13,30.05,2,6,2.1,,0
,,,,,,,,,,,,,,
03-01-2009,59,72,46,6,42,50,71,23,30.04,7,64,2,,0
,,,,,,,,,,,,,,
04-01-2009,60,71,48,6,47,63,94,31,29.98,4,9,1.4,,0
,,,,,,,,,,,,,,
05-01-2009,62,75,48,4,46,51,83,27,29.93,2,7,1,,0
,,,,,,,,,,,,,,
06-01-2009,60,72,48,5,42,49,75,26,30,3,7,1.6,,0
,,,,,,,,,,,,,,
07-01-2009,58,69,48,6,41,54,76,20,30.08,4,9,1.7,,0
,,,,,,,,,,,,,,
08-01-2009,59,69,49,6,39,48,67,21,30.15,3,7,2.1,,0
,,,,,,,,,,,,,,
09-01-2009,59,65,53,6,42,48,59,31,30.15,4,12,1.4,Rain Thunderstorm,0
,,,,,,,,,,,,,,
10-01-2009,65,73,57,N/A,48,54,68,35,30.14,3,6,1.1,,0
,,,,,,,,,,,,,,
11-01-2009,60,74,47,4,47,61,87,34,30.14,2,5,1.2,,0
,,,,,,,,,,,,,,
12-01-2009,60,75,46,4,46,57,88,27,30.17,2,16,1.7,,0
,,,,,,,,,,,,,,
13-01-2009,64,74,53,2,45,51,77,22,30.2,5,9,1.8,Rain Thunderstorm,0
,,,,,,,,,,,,,,
14-01-2009,64,77,50,2,48,57,82,26,30.19,2,6,1.3,,0
,,,,,,,,,,,,,,
15-01-2009,62,73,52,2,45,52,82,24,30.18,2,7,1.7,,0
,,,,,,,,,,,,,,
16-01-2009,70,80,61,N/A,50,50,68,31,30.12,5,12,2,,0
,,,,,,,,,,,,,,
17-01-2009,68,77,60,N/A,56,65,83,40,30.08,8,32,1.5,Rain,0.01
,,,,,,,,,,,,,,
18-01-2009,68,79,56,N/A,58,70,88,40,30.04,4,7,1.2,,0
,,,,,,,,,,,,,,
19-01-2009,68,76,60,N/A,56,70,100,33,30.08,4,7,2,,0
,,,,,,,,,,,,,,
20-01-2009,62,77,48,2,43,54,87,13,30.07,2,9,2.7,,0
,,,,,,,,,,,,,,
21-01-2009,61,73,49,4,39,43,67,14,30.05,4,9,2.8,,0
,,,,,,,,,,,,,,
22-01-2009,64,77,51,1,39,38,62,14,30.04,3,6,2.3,,0
,,,,,,,,,,,,,,
23-01-2009,68,83,54,N/A,41,36,58,16,30.01,4,12,2.8,,0
,,,,,,,,,,,,,,
24-01-2009,68,84,51,N/A,43,44,63,14,29.96,2,5,2.2,,0
,,,,,,,,,,,,,,
25-01-2009,70,87,53,N/A,45,44,59,20,29.92,2,9,2,,0
,,,,,,,,,,,,,,
26-01-2009,69,80,58,N/A,44,39,57,19,29.92,4,10,2.5,,0
,,,,,,,,,,,,,,
27-01-2009,66,80,51,N/A,43,45,72,20,29.97,2,9,2.6,,0
,,,,,,,,,,,,,,
28-01-2009,64,78,49,2,41,43,82,20,30,3,9,2.8,,0
,,,,,,,,,,,,,,
29-01-2009,64,80,48,1,45,52,77,23,30,3,8,1.8,,0
,,,,,,,,,,,,,,
30-01-2009,70,81,58,N/A,49,45,58,30,29.99,4,7,1.9,,0
,,,,,,,,,,,,,,
31-01-2009,63,76,50,2,45,55,88,9,30.02,2,7,2,,0
,,,,,,,,,,,,,,
01-02-2009,62,78,47,2,40,48,76,12,30,1,7,2.2,,0
,,,,,,,,,,,,,,
02-02-2009,66,83,49,N/A,40,32,57,14,30,2,6,1.6,,0
,,,,,,,,,,,,,,
03-02-2009,69,84,54,N/A,41,35,59,15,29.99,3,7,2.5,,0
,,,,,,,,,,,,,,
04-02-2009,70,83,57,N/A,41,33,51,12,29.98,4,10,2.7,,0
,,,,,,,,,,,,,,
05-02-2009,72,85,58,N/A,44,38,59,14,29.96,5,10,2.8,,0
,,,,,,,,,,,,,,
06-02-2009,70,84,56,N/A,46,42,72,18,30.01,4,12,2.6,,0
,,,,,,,,,,,,,,
07-02-2009,68,81,55,N/A,49,52,68,20,30.04,4,9,1.6,,0
,,,,,,,,,,,,,,
08-02-2009,64,79,49,1,45,50,72,21,30.06,2,8,2.4,,0
,,,,,,,,,,,,,,
09-02-2009,69,81,57,N/A,48,46,63,23,30,5,9,1.8,,0
,,,,,,,,,,,,,,
10-02-2009,69,77,60,N/A,49,49,66,12,29.9,9,17,1.4,Rain,0.01
,,,,,,,,,,,,,,
11-02-2009,61,72,50,4,48,56,90,32,29.99,3,9,1.9,,0
,,,,,,,,,,,,,,
12-02-2009,64,77,51,1,48,61,88,22,29.99,2,8,2,,0
,,,,,,,,,,,,,,
13-02-2009,66,83,50,N/A,46,51,88,17,29.9,2,7,2,,0
,,,,,,,,,,,,,,
14-02-2009,68,79,57,N/A,48,45,64,29,29.94,3,8,2.6,,0
,,,,,,,,,,,,,,
15-02-2009,66,79,54,N/A,43,45,82,13,29.98,5,12,3,,0
,,,,,,,,,,,,,,
16-02-2009,64,78,49,2,41,48,72,16,30.02,3,7,2.5,,0
,,,,,,,,,,,,,,
17-02-2009,66,82,50,N/A,38,37,71,11,30.01,5,108,2.3,,0
,,,,,,,,,,,,,,
18-02-2009,67,83,51,N/A,40,33,62,11,30,3,7,2.5,,0
,,,,,,,,,,,,,,
19-02-2009,69,85,53,N/A,39,32,67,9,29.95,2,9,2.3,,0
,,,,,,,,,,,,,,
20-02-2009,72,88,55,N/A,40,24,45,9,30.02,8,74,2.9,,0
,,,,,,,,,,,,,,
21-02-2009,74,88,60,N/A,42,29,55,9,30,2,8,2.2,,0
,,,,,,,,,,,,,,
22-02-2009,74,89,59,N/A,40,28,48,9,29.87,2,9,2.4,,0
,,,,,,,,,,,,,,
23-02-2009,76,91,62,N/A,43,25,49,12,29.83,3,14,2.5,,0
,,,,,,,,,,,,,,
24-02-2009,76,89,63,N/A,43,29,43,13,29.82,4,13,1.9,,0
,,,,,,,,,,,,,,
25-02-2009,78,93,64,N/A,45,32,46,10,29.83,4,12,2.1,,0
,,,,,,,,,,,,,,
26-02-2009,74,89,60,N/A,46,36,59,12,29.85,4,23,2.2,,0
,,,,,,,,,,,,,,
27-02-2009,74,88,59,N/A,41,31,84,9,29.91,5,10,2.1,,0
,,,,,,,,,,,,,,
28-02-2009,72,86,59,N/A,37,27,56,10,29.93,4,9,2.6,,0
,,,,,,,,,,,,,,
01-03-2009,74,92,57,N/A,40,28,48,8,29.88,2,9,2,,0
,,,,,,,,,,,,,,
02-03-2009,77,93,61,N/A,42,26,40,7,29.88,4,7,2.4,,0
,,,,,,,,,,,,,,
03-03-2009,82,99,66,N/A,41,24,49,6,29.84,4,17,2.2,,0
,,,,,,,,,,,,,,
04-03-2009,84,94,73,N/A,41,23,38,7,29.82,12,108,2.3,,0
,,,,,,,,,,,,,,
05-03-2009,78,90,67,N/A,41,26,49,7,29.84,5,13,1.9,,0
,,,,,,,,,,,,,,
06-03-2009,76,92,59,N/A,39,26,51,7,29.86,3,10,1.9,,0
,,,,,,,,,,,,,,
07-03-2009,78,89,66,N/A,39,25,38,9,29.86,5,13,2.1,,0
,,,,,,,,,,,,,,
08-03-2009,74,89,60,N/A,39,24,42,9,29.86,6,10,2.5,,0
,,,,,,,,,,,,,,
09-03-2009,78,88,68,N/A,39,24,37,8,29.94,8,15,2.4,,0
,,,,,,,,,,,,,,
10-03-2009,79,90,68,N/A,40,24,33,11,29.98,7,13,2.3,,0
,,,,,,,,,,,,,,
11-03-2009,75,89,61,N/A,34,24,52,4,30,5,12,2.6,,0
,,,,,,,,,,,,,,
12-03-2009,72,89,56,N/A,31,22,41,4,29.95,2,8,1.9,,0
,,,,,,,,,,,,,,
